1,No. 1 공급업체 식별,"공급업체 코드; 이름, 주소; 공급업체 역할(제조업체, 연구소, 물류) 감사자가 작성해야 하며 점수는 없습니다.",GIVAUDAN
2,No. 2 감사 식별,"감사번호, 감사일자 감사자가 작성해야 하며 점수는 없습니다.",GIVAUDAN
3,No. 3 팀 식별,"수석 감사원, 공동 감사원, 기타 참여자 감사자가 작성해야 하며 점수는 없습니다.",GIVAUDAN
4,No. 6 이 사이트는 화장품 기준에 대한 인증을 받았나요?,"감사 통과 및 인증서 유효(예: ISO 22716, EFfCI 가이드라인) 예인 경우 수정 사항을 포함한 인증서 사본을 동봉해 주십시오.",GIVAUDAN
5,No. 7 해당 사이트는 품질 관리 표준에 대한 인증을 받았습니까?,"감사 통과 및 인증서 유효(예: ISO 9001, ISO 22000, ISO 14001, ISO 45001, ISO 50001, ISO 27001) 예인 경우 수정 사항을 포함한 인증서 사본을 동봉해 주십시오.",GIVAUDAN
6,"No. 9 해당 사이트는 지속 가능성, 사회적 책임 또는 책임 있는 소싱 관련 표준에 대해 인증을 받았습니까?","감사 통과 및 인증서 유효; SMETA 4-Pillar 감사 또는 유사한 표준; EMAS, RSPO, UTZ, MSC, 고객 암시 등; 예인 경우, 수정 사항을 포함한 인증서 사본을 첨부해 주십시오. SEDEX 등록의 경우, 등록 번호를 제공해 주십시오.",GIVAUDAN
7,No. 14 시설에서 코셔 및/또는 할랄 생산이 승인되었나요?,감사 통과 및 인증서 유효 예인 경우 수정 사항을 포함한 인증서 사본을 동봉해 주십시오.,GIVAUDAN
8,No. 15 Givaudan에 판매되는 각 원자재는 REACH 등록의 대상이 됩니까?,해당되는 경우: 각 서류 상태 및 제출 날짜에 대한 증거는 현장 감사 중에 제공되어야 합니다. ,GIVAUDAN
9,No. 19 회사에서는 모든 관련 법률과 규정을 고려합니까?,"명확하게 정의된 책임과 체계적인 검토 프로세스 확립, 새로운 변화와 요구 사항/법규 추적, 글로벌/지역 규제 요구 사항(및 기타 관련 정보)이 조직에 전달되어 실행 가능한 지역 요구 사항으로 변환됨 ",GIVAUDAN
10,No. 20 해당 사이트에는 문서화된 품질 관리 시스템이 있나요?,"고위 경영진이 서명한 문서화된 식품 안전/품질 정책; 품질 목표에 대한 정기적 검토; 모든 직원이 관련 문서에 접근할 수 있음; 연 1회 위험 기반 자체 평가 수행(예: 내부 감사, 경영진 검토) ",GIVAUDAN
11,"No. 21 사고, 편차 및 변경이 발생하는 경우 위험 및 영향 평가가 필수적인 요소입니까?","각 프로세스에 대한 프로세스 매핑 및 위험 평가; 기능 간 영향 평가; 체계적 도구(5-Why, PDCA 접근 방식 등)를 기반으로 한 위험 평가 ",GIVAUDAN
12,No. 22 포괄적인 변화 관리 프로세스가 있나요?,"절차가 마련되어 있습니다. 고객은 사전에 통지를 받고 다음과 관련된 중요한 변경 사항을 실행하기 전에 이를 확인하거나 승인해야 합니다.
예: 제조 현장, 제조 공정 또는 장비, 제품 사양 또는 제형, 원자재 원산지 또는 원자재 품질, 중요한 변경 사항에 대한 기록 보관 및 검토 ",GIVAUDAN
13,No. 24 각 고객 불만이 재발 방지를 위해 적절하게 관리되고 있나요?,"불만 사항을 기록하고 조사하여 근본 원인을 체계적으로 파악하고 재발 방지를 위해 시정 조치를 개발했습니다. 조사 과정을 지원하는 도구(예: 5-Why, 8D 보고서)를 구축했습니다. 일정을 설정했으며 고객에게 CAPA를 제출했습니다. ",GIVAUDAN
14,"No. 25 프로세스 편차, ​​감사 관찰 사항, 제품 실패에 대한 수정 사항 및 시정 조치가 정의되어 있습니까?","프로세스 설명이 수립되었고, CAPA에 대한 후속 조치가 수립되었으며, 마감일이 모니터링되었고, 실행된 조치의 효과가 검증되었으며, 기록이 확보되었고, 접수된 고객 불만에 대한 정기적인 검토 및 추세 분석이 이루어졌습니다. ",GIVAUDAN
15,No. 26 적절한 리콜/철회 절차가 마련되어 있나요?,"명확한 프로세스 설명, 명명된 책임, 비상 연락처(전화 포함), 당국의 비상 연락처, 정기적으로 수행되는 모의 리콜 그렇다면 마지막 모의 리콜 날짜를 ​​명시해 주세요. 그리고 지난 12개월 동안 실제 리콜이 있었는지 확인해 주세요.",GIVAUDAN
16,No. 27 배달을 위협하는 사고가 발생할 경우를 대비해 현장에 대한 위기 관리 및 사업 연속성 계획이 수립되어 있습니까?,"포괄적 위험 평가; 화재, 지진, 홍수, 폭풍 등의 재해; 소유권 변경, 제조 공정, 사업상 중요한 공석 등의 경영적 측면; 변경된 법률, 파업, 폭동 및 시민 소요, 소송 등의 법적 및 기타 측면; 정의된 완화 조치; 절차에는 커뮤니케이션 지침이 포함됨; 주요 직원과 정의된 책임에 대한 최신 연락처 정보; 예인 경우 고려된 위험에 대해 자세히 설명해 주십시오.",GIVAUDAN
17,No. 28 문서화된 공급업체 자격 심사 시스템이 있나요?,위험 기반 접근 방식은 원자재의 본질적인 위험과 공급/실적 이력을 고려합니다. 모든 공급업체는 승인 절차와 사용 가능한 증거를 통과해야 합니다. 이 접근 방식에는 공급업체 감사가 포함됩니다. 공급업체는 (전 세계적으로/회사 내에서) 조화된 표준에 따라 자격을 갖췄습니다. ,GIVAUDAN
18,No. 43 모든 자재 취급/생산 단계에 대해 포괄적인 HACCP 연구가 실시되었습니까?,"HACCP 원칙 7가지를 준수하는 개념; 중요한 생물학적, 물리적, 화학적 식품 안전 위험 및 알레르기 유발 물질을 평가함; 제조 공정, 장비 또는 이와 유사한 사항이 변경되면 연례 검토 및 즉각적인 업데이트; 검증 단계를 포함한 흐름도(사용 가능하고 생략된 제조 단계 없음); FMEA와 같은 대체 접근 방식은 위험이 체계적으로 평가되는 한 허용 가능함; CCP/예방적 관리가 필요한 위험을 식별하려면 HACCP 계획을 첨부하십시오.",GIVAUDAN
19,No. 45 알레르기 유발 물질이 HACCP 계획에 포함되었나요?,"알레르기 관리 프로그램이 시행 중입니다. 알레르기 유발 물질이 포함되어 있으며 예방 조치/통제가 시행 중입니다. 명확한 분리, 위험 완화 조치, 알레르기 유발 물질 위험을 고려한 적절한 작업 순서 계획, 작물 순환에 대한 인식 및 알레르기 유발 물질이 없는 농산물과의 잠재적 혼동에 대한 인식이 있습니다. 예인 경우, 교차 접촉, 교차 오염 및 라벨링 오류를 방지하기 위해 수립된 예방 조치에 대해 설명해 주십시오.
현장에서 보관/처리되는 모든 알레르겐을 기재해 주십시오.",GIVAUDAN
20,No. 46 예방적 통제가 필요한 위험에 대해 CCP/예방적 통제 모니터링 조치가 확립되어 있습니까?,"식별된 각 위험에 대해 CCP/예방 관리/OPRP에 따라 정의된 임계 한계; CCP 및 수행된 임계 한계의 검증; CCP 실패 시 정의된 CCP 검증, 기록 및 조치 기준; 적절한 빈도로 정기적으로 수행된 기록 검토; 예방적 관리가 적용되지 않은 경우 CCP/예방적 관리가 필요한 위험 요소를 나열해 주십시오. 지보단(Givaudan)이 이 사실을 인지했음을 증명하는 서류를 첨부해 주십시오.",GIVAUDAN
21,No. 47 포장/충전 직전에 안전 체나 필터가 설치되어 있나요?,최대 입자 크기 2.0mm(메시 10) 일반적으로 CCP/oPRP로 정의됨 필터/체의 존재 및 무결성을 정기적으로 점검함 검증 기록 제공 체/필터의 메시 크기/필터 기공 크기와 재질을 설명해 주세요.,GIVAUDAN
22,No. 48 금속 탐지 및/또는 제거(자석) 시스템이 설치되어 있나요?,"현장에서 정기적으로 시험 및 교정됨; 증거 제공; 철, 비철 및 스테인리스 강철 표본 고려; 검증 기록 제공; 검증된 금속 탐지기 한계와 자석의 강도(해당되는 경우)를 설명해 주십시오.",GIVAUDAN
23,No. 49 생산은 완전히 문서화된 작업 절차 및/또는 통제된 조리법에 따라 수행됩니까?,"사용 시점에 작업 지시가 제공되고, 운영자는 조리법과 절차를 이용할 수 있으며(종이 또는 전자적으로), 필요한 경우 문서를 검토/업데이트할 수 있습니다. ",GIVAUDAN
24,No. 52 기존 생산 공정이 실패 없는 제조를 지원합니까?,"혼합, 교차 오염 및 공정 단계의 누락을 방지하기 위해 공정, 인력 및 자재 흐름이 적절하게 설계되어 있으며, 모든 자재와 공정 단계가 생산 공정 전체에서 명확하게 식별되어 있습니다. ",GIVAUDAN
25,No. 52 기존 생산 공정이 실패 없는 제조를 지원합니까?,"혼합, 교차 오염 및 공정 단계의 누락을 방지하기 위해 공정, 인력 및 자재 흐름이 적절하게 설계되어 있으며, 모든 자재와 공정 단계가 생산 공정 전체에서 명확하게 식별되어 있습니다. ",GIVAUDAN
26,No. 53 모든 관련 프로세스 매개변수가 기록되고 제어됩니까?,"제품 품질과 안전에 중요한 온도, 시간, 압력 등의 공정 매개변수는 적절한 빈도로 모니터링, 제어 및 기록됩니다. 중요한 매개변수를 고려하여 제조 공정을 검증합니다. ",GIVAUDAN
27,No. 54 재작업 및 재처리 활동이 해당 절차에 명확하게 설명되어 있습니까?,"프로세스 설명 및 책임 정의, 의도된 용도에 대한 적합성을 입증하기 위한 프로세스 검증, 고객에게 재작업된 제품에 대한 정보 제공 ",GIVAUDAN
28,No. 55 각 제조 단계에 대한 기록이 보관됩니까?,운영자가 기록을 제대로 작성하고 보관함; 시작 전에 라인 정리를 문서화함; 완제품의 유통기한보다 긴 보관 기간(최소 3년 또는 현지 규정에 따라) 예인 경우 최소 보관 기간을 설명해 주십시오.,GIVAUDAN
29,No. 57 제조 공정 전체에 걸쳐 완전한 추적이 가능한 시스템이 마련되어 있습니까?,"사용된 원자재/성분, 중간체, (1차) 포장재 및 완제품을 고려합니다. 또한 사용된 제조 라인 및 테스트 장비도 표시합니다. ",GIVAUDAN
30,No. 59 제조 장비의 각 프로브/센서가 의도된 기능에 적합한가?,"목적에 맞는 정확도와 정밀도, 교정 가능, 장비 상태 양호, 공정의 중요 매개변수에 대한 중복 장비 ",GIVAUDAN
31,No. 60 무게 측정/충전 관리 프로그램이 시행되고 있나요?,"자동 충전 프로세스; 또는 전자 도구/시각화로 지원되는 수동 충전 프로세스; 충전 중량(순중량, 총중량, 공차중량) 기록; ",GIVAUDAN
32,No. 62 라벨링 과정이 관리되고 문서화되어 있나요?,라벨 혼동을 방지하기 위한 예방 조치; 증거 라벨 보관; 라벨 조정 수행; 한 번에 하나의 배치에 대한 라벨만 사용 가능; 라벨이 없는 제품이 들어 있는 용기 없음; 사용하지 않은 라벨 파기; ,GIVAUDAN
33,No. 63 완제품은 안전하게 포장되어 있나요?,"완제품용 개별 포장재(예: 드럼, 봉지, 상자 등)는 완제품의 오염을 방지하기 위해 잘 닫아야 함; 해당되는 경우: 팔레트, 수축 포장재 등에 보호 시트를 씌우고; 허가 없이 포장, 용기 등을 열 수 없도록 변조 방지 밀봉을 해야 함; 건조제 봉지를 사용하고, 봉지의 개수를 추적/계산할 수 있어야 함; ",GIVAUDAN
34,No. 65 각 배치가 자체적으로 제조되어 고유하고 동질적인 품질 매개변수 세트를 생성합니까?,품질 매개변수는 배치 전체에서 동질적입니다. 각 배치가 최종 제품 사양을 준수하는 경우 하위 배치를 혼합하는 것이 허용됩니다. 각 하위 배치에 대한 완전한 추적성이 있습니다. ,GIVAUDAN
35,No. 66 각 상품 배송에 고유한 배치 코드가 있습니까?,제품 식별 및 추적을 가능하게 하는 고유 코드; 구매 주문에 대한 명확한 링크가 가능합니다. 배치 코드의 정의를 설명해 주세요.,GIVAUDAN
36,No. 67 내부 GMP 및 위생 검사 프로그램이 시행되고 있나요?,"모든 관련 영역을 포괄하는 검사 계획이 수립되어 있음; 청소 및 위생 프로그램의 효과를 검증하는 데 사용되는 책임과 방법; 사전 정의된 빈도, 활동 및 사용할 도구; 문서화된 배수구 청소 절차; ",GIVAUDAN
37,No. 68 제조 장비를 사용하기 전에 오염이 없는지 점검합니까?,"라인 정리 활동에 대한 기록이 있으며, 필요한 경우 시각적 검사와 분석적 검사가 이루어지며, 제품의 덩어리짐, 가공된 알레르기성 물질의 잔류물, GMO 물질 등이 고려됩니다. ",GIVAUDAN
